ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
021013712,ahladmwp,,,Beech Tree Way,,,,opposite Beech Tree Way,,,,,,opp,,N,E0043934,Houghton Regis,,,,,,,false,UKOS,501877,224300,-0.52045,51.90793,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2023-11-17T17:11:42,34,new,active
021013711,ahladmwm,,,Beech Tree Way,,,,Beech Tree Way,,,,,,adj,,S,E0043934,Houghton Regis,,,,,,,false,UKOS,501901,224240,-0.52012,51.90739,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2023-11-17T17:11:54,63,new,active
021013716,ahladpaj,,,Recreation Road,,,,Recreation Road,,,,,,adj,,SW,E0043934,Houghton Regis,,,,,,,false,UKOS,502149,224748,-0.51637,51.91191,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2023-04-03T15:05:50,34,new,active
021013715,ahladpag,,,Recreation Road,,,,Short Path,,,,,,opp,,NE,E0043934,Houghton Regis,,,,,,,false,UKOS,502179,224773,-0.51593,51.91213,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2024-05-09T20:04:05,34,new,active
021013714,ahladpad,,,Tithe Farm Lower School,,,,Churchfield Road,,,,,,o/s,,N,E0043934,Houghton Regis,,,,,,,false,UKOS,501806,224568,-0.52141,51.91035,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2023-11-17T17:19:55,10,new,active
021013713,ahladmwt,,,Tithe Farm Lower School,,,,Churchfield Road,,,,,,opp,,S,E0043934,Houghton Regis,,,,,,,false,UKOS,501828,224493,-0.52111,51.90967,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2023-04-03T15:06:41,34,new,active
021015143,ahlagajd,,,Toddington Road,,,,Wingfield Road,,Toddington Road,,,,W-bound,,W,E0000337,Tebworth,,,,,,,true,UKOS,499140,226741,-0.55952,51.93036,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2022-10-25T16:46:27,4,new,active
021015142,ahlagaja,,,Toddington Road,,,,Chalgrave Road,,Toddington Road,,,,E-bound,,E,E0000337,Tebworth,,,,,,,true,UKOS,499154,226757,-0.55932,51.9305,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2022-10-25T16:45:59,4,new,active
021016004,ahlagajt,,,Beacon Avenue,,,,Marina Drive,,Totternhoe Road,,,,opp,,E,E0043928,Dunstable,,,,,,,false,UKOS,500156,221454,-0.54629,51.88266,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2025-10-13T13:55:29,50,new,active
021016003,ahlagajp,,,Beacon Avenue,,,,Beacon Avenue,,Totternhoe Road,,,,adj,,W,E0043928,Dunstable,,,,,,,false,UKOS,500211,221442,-0.54549,51.88254,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021016019,ahlagapw,,,Dyers Road,,,,The Rye,,Totternhoe Road,,,,opp,,N,E0000306,Eaton Bray,,,,,,,false,UKOS,496954,221343,-0.59282,51.88223,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2022-10-26T16:35:03,2,new,active
021016020,ahlagata,,,Dyers Road,,,,The Rye,,Totternhoe Road,,,,adj,,S,E0000306,Eaton Bray,,,,,,,false,UKOS,496969,221252,-0.59263,51.88141,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2022-10-26T16:34:37,2,new,active
021016001,ahlagajg,,,Lancot Avenue,,,,Tring Road,,Totternhoe Road,,,,opp,,NW,E0043928,Dunstable,,,,,,,false,UKOS,500512,221374,-0.54114,51.88188,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021016002,ahlagajm,,,Lancot Avenue,,,,Tring Road,,Totternhoe Road,,,,adj,,SE,E0043928,Dunstable,,,,,,,false,UKOS,500540,221366,-0.54074,51.8818,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021016005,ahlagajw,,,Dunstable Road,,,,No 90,,Dunstable Road,,,,o/s,,W,E0043944,Totternhoe,,,,,,,false,UKOS,499583,221401,-0.55463,51.88229,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2022-12-05T16:18:52,7,new,active
021016128,ahlatjwt,,,Dunstable Road,,,,No 90,,Dunstable Road,,,,opp,,E,E0043944,Totternhoe,,,,,,,false,UKOS,499486,221385,-0.55604,51.88216,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2022-12-05T16:19:21,11,new,active
021026167,ahlajmdw,,,Horslow Street,,,,Horslow Street,,Everton Road,,,,adj,,SW,E0043908,Potton,,,,,,,false,UKOS,522292,249612,-0.2148,52.13129,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2022-10-14T16:01:08,7,new,active
021026166,ahlajmdt,,,Horslow Street,,,,West End Lane,,Everton Road,,,,opp,,NE,E0043908,Potton,,,,,,,false,UKOS,522286,249615,-0.21488,52.13132,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021013738,ahladpjm,,,Copperfields,,,,Copperfields,,Tudor Drive,,,,opp,,SW,E0043934,Houghton Regis,,,,,,,false,UKOS,503056,223834,-0.50346,51.90353,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021013772,ahlatawm,,,Copperfields,,,,Copperfields,,Tudor Drive,,,,adj,,NE,E0043934,Houghton Regis,,,,,,,false,UKOS,503049,223842,-0.50356,51.9036,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021020031,ahlatmjt,,,Tyrells End,,,,No 11,,Tyrells End,,,,NE-bound,,NE,E0043885,Eversholt,,,,,,,true,UKOS,498317,233121,-0.56967,51.98785,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2024-04-29T20:57:22,52,new,active
021020032,ahlatmjw,,,Tyrells End,,,,No 11,,Tyrells End,,,,SW-bound,,SW,E0043885,Eversholt,,,,,,,true,UKOS,498324,233115,-0.56957,51.9878,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2024-04-29T20:57:48,40,new,active
021013315,ahladgjp,,,Union Street,,,,Chiltern Road,,Union Street,,,,SW-bound,,SW,E0043928,Dunstable,,,,,,,false,UKOS,501223,221923,-0.53065,51.88669,BCT,CUS,OTH,,,,151,2020-12-16T00:00:00,2020-12-16T13:20:33,0,new,active
021013316,ahladgjt,,,Union Street,,,,Chiltern Road,,Union Street,,,,NE-bound,,NE,E0043928,Dunstable,,,,,,,false,UKOS,501226,221940,-0.53061,51.88684,BCT,MKD,OTH,,,,151,2020-12-16T00:00:00,2020-12-16T13:20:33,0,new,active
021024025,ahlagwpj,,,Lower Shelton Turn,,,,Lower Shelton Road,,Upper Shelton Road,,,,opp,,E,E0000262,Upper Shelton,,,,,,,true,UKOS,499245,243456,-0.55316,52.08058,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021024024,ahlagwpg,,,Lower Shelton Turn,,,,Lower Shelton Road,,Upper Shelton Road,,,,adj,,W,E0000262,Upper Shelton,,,,,,,true,UKOS,499177,243453,-0.55415,52.08056,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021024026,ahlagwpm,,,Lower Shelton Turn,,,,Upper Shelton Road,,Lower Shelton Road,,,,S-bound,,S,E0000262,Upper Shelton,,,,,,,true,UKOS,499230,243392,-0.5534,52.08,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:20,0,new,active
021014811,ahlatdwd,,,George Street,,,,George Street,,,,,,adj,,,E0055283,Leighton Buzzard,,,,,,,false,UKOS,492666,225494,-0.65399,51.92027,BCT,HAR,OTH,,,,151,2020-09-09T00:00:00,2023-02-06T17:32:42,0,new,active
021014805,ahlatdtg,,,Vandyke Cemetery,,,,No 235,,,,,,NE-bound,,NE,E0055283,Leighton Buzzard,,,,,,,false,UKOS,492966,226014,-0.64949,51.92489,BCT,MKD,OTH,,,,151,2020-09-18T00:00:00,2023-04-17T20:57:55,79,new,active
021016517,ahlajpmw,,,Vandyke Cemetery,,,,No 146,,,,,,S-bound,,S,E0055283,Leighton Buzzard,,,,,,,false,UKOS,492962,225994,-0.64955,51.92471,BCT,MKD,OTH,,,,151,2020-09-18T00:00:00,2023-04-17T21:04:13,96,new,active
021014830,ahlatgdw,,,Village Court,,,,electricity sub station,,,,,,SW-bound,,,N0070269,Linslade,Leighton Buzzard,,,,,,false,UKOS,490769,224722,-0.68177,51.91364,BCT,HAR,OTH,,,,151,2020-12-16T00:00:00,2023-02-09T15:03:33,52,new,active
021027069,ahlawmaj,,,Hall Farms,,,,Hall Farms,,Vinegar Hill,,,,o/s,,S,E0000183,Hatch,,,,,,,false,UKOS,516037,247830,-0.30674,52.11662,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021027068,ahlawmag,,,Hall Farms,,,,Hall Farms,,Vinegar Hill,,,,opp,,N,E0000183,Hatch,,,,,,,false,UKOS,516028,247830,-0.30687,52.11662,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021020692,ahlatwpd,,,Highfield Road,,,,Highfield Road,,Wardhedges Road,,,,adj,,E,E0000267,Wardhedges,,,,,,,true,UKOS,506418,235781,-0.45092,52.01027,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021020693,ahlatwpg,,,Highfield Road,,,,Highfield Road,,Wardhedges Road,,,,opp,,W,E0000267,Wardhedges,,,,,,,true,UKOS,506402,235768,-0.45115,52.01015,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021020023,ahlatmgp,,,Water End,,,,Water End,,Tingrith Road,,,,SE-bound,,SE,E0043885,Eversholt,,,,,,,true,UKOS,499314,233439,-0.55506,51.99053,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:20,0,new,active
021020024,ahlatmgt,,,Water End,,,,Layby,,,,,,NW-bound,,NW,E0043885,Eversholt,,,,,,,true,UKOS,499309,233433,-0.55514,51.99048,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2024-03-08T21:19:40,23,new,active
021013567,ahladmgm,,,Birchs Close,,,,Birchs Close,,Watling Street,,,,adj,,SE,E0043933,Hockliffe,,,,,,,false,UKOS,497559,226515,-0.58258,51.92861,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2022-10-17T15:03:17,7,new,active
021013566,ahladmgj,,,Birchs Close,,,,Birchs Close,,Watling Street,,,,opp,,NW,E0043933,Hockliffe,,,,,,,false,UKOS,497533,226525,-0.58295,51.92871,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2022-10-17T15:02:51,7,new,active
021013565,ahladmgd,,,Bull Farm,,,,Bull Farm,,,,,,opp,,SE,E0043933,Hockliffe,,,,,,,false,UKOS,497909,226165,-0.57759,51.9254,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2024-03-10T17:27:34,23,new,active
021013564,ahladmga,,,Bull Farm,,,,Bull Farm,,Watling Street,,,,o/s,,NW,E0043933,Hockliffe,,,,,,,false,UKOS,497854,226202,-0.57838,51.92575,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021013560,ahladmdm,,,Chalk Hill Farm,,,,Sewell Lane,,Watling Street,,,,opp,,NW,E0043934,Houghton Regis,,,,,,,true,UKOS,500144,223641,-0.54583,51.90232,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2026-03-19T14:42:21,118,new,active
021013561,ahladmdp,,,Chalk Hill Farm,,,,Sewell Lane,,Watling Street,,,,adj,,SE,E0043934,Houghton Regis,,,,,,,true,UKOS,500178,223616,-0.54534,51.90209,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2026-03-19T14:42:37,118,new,active
021013068,ahladajt,,,French's Avenue,,,,French's Avenue,,,,,,adj,,NW,E0043928,Dunstable,,,,,,,false,UKOS,500764,223089,-0.53698,51.89725,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2024-06-27T17:52:35,65,new,active
021013069,ahladajw,,,French's Avenue,,,,French's Avenue,,,,,,opp,,SE,E0043928,Dunstable,,,,,,,false,UKOS,500852,223022,-0.53572,51.89663,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2024-06-27T17:52:20,65,new,active
021013562,ahladmdt,,,Tebworth Road,,,,Tebworth Road,,Watling Street,,,,adj,,SE,E0043933,Hockliffe,,,,,,,false,UKOS,498133,225924,-0.5744,51.9232,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2023-08-07T12:23:23,36,new,active
021013563,ahladmdw,,,Tebworth Road,,,,Tebworth Road,,Watling Street,,,,opp,,NW,E0043933,Hockliffe,,,,,,,false,UKOS,498032,225999,-0.57585,51.92389,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2023-08-07T12:23:14,36,new,active
021013450,ahladjgw,,,Turnpike Farm,,,,Turnpike Farm,,Watling Street,,,,o/s,,SE,E0043928,Dunstable,,,,,,,false,UKOS,504161,219696,-0.48865,51.86613,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2023-05-09T20:35:32,0,new,active
021013451,ahladjma,,,Turnpike Farm,,,,Turnpike Farm,,,,,,opp,,NW,E0043928,Dunstable,,,,,,,false,UKOS,504180,219665,-0.48839,51.86585,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2023-05-09T20:34:59,0,new,active
021013304,ahladgda,,,Saxon Close,,,,Saxon Close,,Weatherby,,,,opp,,W,E0000290,Beecroft,Dunstable,,,,,,false,UKOS,500178,221950,-0.54582,51.88712,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2022-10-17T12:50:26,5,new,active
021020070,ahlatmwg,,,Duke Street,,,,Duke Street,,West Hill,,,,opp,,E,E0043872,Aspley Guise,,,,,,,false,UKOS,493753,235730,-0.6354,52.01209,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2023-08-07T11:32:39,12,new,active
021020071,ahlatmwj,,,Duke Street,,,,Duke Street,,West Hill,,,,adj,,W,E0043872,Aspley Guise,,,,,,,false,UKOS,493766,235716,-0.63521,52.01196,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2023-08-07T11:32:51,36,new,active
021013123,ahladatw,,,The Cemetery,,,,Chiltern Road,,West Street,,,,opp,,E,E0043928,Dunstable,,,,,,,false,UKOS,501086,221534,-0.53276,51.88321,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2022-05-06T14:54:40,7,new,active
021013122,ahladatp,,,The Cemetery,,,,Chiltern Road,,West Street,,,,o/s,,W,E0043928,Dunstable,,,,,,,false,UKOS,501218,221580,-0.53083,51.8836,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2022-12-02T18:52:09,10,new,active
021013125,ahladawd,,,Whipsnade Road,,,,Drovers Way,,West Street,,,,opp,,E,E0043928,Dunstable,,,,,,,false,UKOS,500899,221457,-0.5355,51.88256,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2022-12-02T18:52:46,3,new,active
021013124,ahladawa,,,Whipsnade Road,,,,Whipsnade Road,,West Street,,,,adj,,W,E0043928,Dunstable,,,,,,,false,UKOS,500795,221399,-0.53702,51.88205,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2022-12-02T18:52:58,5,new,active
021027021,ahlawjpg,,,Western Way,,,,London Road,,Western Way,,,,W-bound,,W,E0043911,Sandy,,,,,,,false,UKOS,516496,249672,-0.29941,52.13308,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2022-06-30T13:49:24,7,new,active
021014821,ahlatgap,,,Weston Avenue,,,,outside 25,,,,,,o/s,,SE,E0055283,Leighton Buzzard,,,,,,,false,UKOS,493394,224580,-0.64365,51.91193,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021020353,ahlatwaj,,,Glebe Gardens,,,,Glebe Gardens,,Westoning Road,,,,opp,,N,E0043891,Harlington,,,,,,,false,UKOS,503548,230957,-0.49417,51.96745,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021020352,ahlagmdj,,,Glebe Gardens,,,,Glebe Gardens,,Westoning Road,,,,adj,,S,E0043891,Harlington,,,,,,,false,UKOS,503556,230956,-0.49405,51.96744,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2025-12-12T14:11:48,50,new,active
021020386,ahlatwap,,,Garden Cemetery,,,,Sundon Road,,Westoning Road,,,,opp,,W,E0043891,Harlington,,,,,,,false,UKOS,503316,231078,-0.49751,51.96858,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021020385,ahlatwam,,,Garden Cemetery,,,,Sundon Road,,Westoning Road,,,,o/s,,E,E0043891,Harlington,,,,,,,false,UKOS,503317,231094,-0.49749,51.96873,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021013754,ahladptm,,,Wilbury Drive,,,,Poynters Road,,Wilbury Drive,,,,SW-bound,,SW,E0043928,Dunstable,,,,,,,false,UKOS,503273,223107,-0.50052,51.89695,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2023-08-07T12:10:40,34,new,active
021013753,ahladptj,,,Wilbury Drive,,,,Poynters Road,,Wilbury Drive,,,,NE-bound,,NE,E0043928,Dunstable,,,,,,,false,UKOS,503280,223124,-0.50042,51.8971,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2023-08-07T12:10:19,32,new,active
021020293,ahlatpwd,,,Willow Way,,,,Oliver Street,,Willow Way,,,,N-bound,,N,E0043870,Ampthill,,,,,,,false,UKOS,503842,237379,-0.48795,52.02512,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:20,0,new,active
021020292,ahlatpwa,,,Willow Way,,,,Oliver Street,,Willow Way,,,,S-bound,,S,E0043870,Ampthill,,,,,,,false,UKOS,503849,237379,-0.48785,52.02512,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:20,0,new,active
021020291,ahlatptw,,,Willow Way,,,,Willow Way,,,,,,opp,,NW,E0043870,Ampthill,,,,,,,false,UKOS,503841,237332,-0.48798,52.0247,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021020290,ahlatptp,,,Willow Way,,,,Willow Way,,Oliver Street,,,,adj,,SE,E0043870,Ampthill,,,,,,,false,UKOS,503850,237333,-0.48785,52.0247,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021026034,ahlawgpm,,,Warren Close,,,,Warren Close,,Wilsheres Road,,,,opp,,S,E0043876,Biggleswade,,,,,,,false,UKOS,519138,245247,-0.26238,52.09275,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2022-10-14T17:33:58,10,new,active
021026033,ahlajdjm,,,Warren Close,,,,Warren Close,,,,,,adj,,N,E0043876,Biggleswade,,,,,,,false,UKOS,519126,245266,-0.26255,52.09293,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2022-05-19T16:38:02,7,new,active
021024070,ahlajajg,,,Wilstead Hill,,,,,,Wilstead Hill,,,,S-bound,,S,E0000157,Haynes Church End,,,,,,,false,UKOS,507022,240706,-0.44058,52.05441,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:20,0,new,active
021024071,ahlajajm,,,Wilstead Hill,,,,,,Wilstead Hill,,,,N-bound,,N,E0000157,Haynes Church End,,,,,,,false,UKOS,507010,240856,-0.44071,52.05576,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:20,0,new,active
021013732,ahladpgp,,,Windsor Place,,,,Longbrooke,,,,,,o/s,,N,E0043934,Houghton Regis,,,,,,,false,UKOS,502693,224095,-0.50866,51.90594,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2026-02-03T14:53:05,47,delete,inactive
021013733,ahladpgt,,,Windsor Place,,,,Lowry Drive,,,,,,opp,,S,E0043934,Houghton Regis,,,,,,,false,UKOS,502700,224110,-0.50855,51.90607,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2023-11-17T17:32:56,10,new,active
021013737,ahladpjg,,,Tudor Drive,,,,Tudor Drive,,,,,,opp,,NW,E0043934,Houghton Regis,,,,,,,false,UKOS,502986,223748,-0.5045,51.90277,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2023-11-17T17:36:14,10,new,active
021013736,ahladpjd,,,Tudor Drive,,,,Tudor Drive,,,,,,adj,,SE,E0043934,Houghton Regis,,,,,,,false,UKOS,503010,223733,-0.50416,51.90263,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2023-11-17T17:36:00,34,new,active
021015033,ahladwpd,,,Windsor Parade Shops,,,,Saxon Crescent,,Windsor Road,,,,opp,,SE,E0043925,Barton-le-Clay,,,,,,,false,UKOS,508414,231603,-0.42317,51.97233,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2024-08-27T15:27:06,77,new,active
021015032,ahlatjdp,,,Windsor Parade Shops,,,,Windsor Parade Shops,,Windsor Road,,,,o/s,,NW,E0043925,Barton-le-Clay,,,,,,,false,UKOS,508390,231616,-0.42351,51.97245,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2024-08-27T15:26:51,88,new,active
021020616,ahlatwga,,,Wingfield Avenue East,,,,No 7,,Wingfield Avenue,,,,adj,,S,E0043900,Maulden,,,,,,,false,UKOS,505151,238315,-0.46859,52.03328,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2022-07-22T13:35:48,30,new,active
021026221,ahlawjma,,,Dunton Junior School,,,,No 2,,High Street,,,,opp,,SW,E0043883,Dunton,,,,,,,false,UKOS,523554,244092,-0.19837,52.08141,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2025-11-25T20:52:33,40,new,active
021026220,ahlawjgw,,,Dunton Junior School,,,,No 1,,High Street,,,,adj,,NE,E0043883,Dunton,,,,,,,false,UKOS,523564,244116,-0.19821,52.08162,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2025-11-25T20:52:18,40,new,active
021015060,ahladwtd,,,The Plough Inn,,,,The Plough Inn,,Tebworth Road,,,,o/s,,E,E0000345,Wingfield,,,,,,,true,UKOS,500223,226327,-0.5439,51.92645,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2022-10-25T12:55:32,7,new,active
021015061,ahlatjgd,,,The Plough Inn,,,,The Plough Inn,,Tebworth Road,,,,opp,,W,E0000345,Wingfield,,,,,,,true,UKOS,500206,226312,-0.54415,51.92632,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021026055,ahlajdtg,,,Winston Crescent,,,,Furzenhall Road,,Winston Crescent,,,,SW-bound,,SW,E0043876,Biggleswade,,,,,,,false,UKOS,519338,245294,-0.25944,52.09313,BCT,MKD,OTH,,,,151,2020-12-16T00:00:00,2022-05-19T16:41:12,7,new,active
021026054,ahlajdtd,,,Winston Crescent,,,,Winston Crescent,,Furzenhall Road,,,,opp,,SE,E0043876,Biggleswade,,,,,,,false,UKOS,519376,245311,-0.25888,52.09328,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2024-08-17T17:12:06,39,new,active
021014117,ahladwjd,,,Brickhill Road,,,,Brickhill Road,,Woburn Road,,,,adj,,NE,E0043932,Heath and Reach,,,,,,,false,UKOS,492605,228996,-0.65393,51.95176,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021014116,ahladwja,,,Brickhill Road,,,,Brickhill Road,,Woburn Road,,,,opp,,SW,E0043932,Heath and Reach,,,,,,,false,UKOS,492603,228968,-0.65397,51.9515,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,3,new,active
021020001,ahlatmda,,,Heath Close,,,,Heath Close,,Woburn Road,,,,opp,,NW,E0043923,Woburn,,,,,,,false,UKOS,493030,235465,-0.646,52.00983,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021020000,ahlagdjm,,,Heath Close,,,,Heath Close,,Woburn Road,,,,adj,,SE,E0043923,Woburn,,,,,,,false,UKOS,493060,235446,-0.64557,52.00965,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2025-10-13T14:13:20,36,new,active
021014115,ahladwgw,,,Reach Green,,,,Reach Lane,,Woburn Road,,,,opp,,SW,E0043932,Heath and Reach,,,,,,,false,UKOS,492524,228756,-0.65518,51.94961,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021014114,ahladwgt,,,Reach Green,,,,Bakers Wood Close,,Woburn Road,,,,adj,,NE,E0043932,Heath and Reach,,,,,,,false,UKOS,492496,228707,-0.6556,51.94918,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021013749,ahladpmw,,,Woodford Road,,,,Katherine Drive,,Woodford Road,,,,S-bound,,S,E0043928,Dunstable,,,,,,,false,UKOS,503389,222515,-0.49902,51.89161,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:20,0,new,active
021013748,ahladpmt,,,Woodford Road,,,,Katherine Drive,,Woodford Road,,,,N-bound,,N,E0043928,Dunstable,,,,,,,false,UKOS,503381,222512,-0.49913,51.89158,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:20,0,new,active
021013751,ahladptd,,,Brandreth Avenue,,,,Luton Road,,Woodford Road,,,,opp,,S,E0043928,Dunstable,,,,,,,false,UKOS,503402,222226,-0.49891,51.88901,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021013750,ahladpta,,,Brandreth Avenue,,,,Brandreth Avenue,,Woodford Road,,,,adj,,N,E0043928,Dunstable,,,,,,,false,UKOS,503386,222255,-0.49914,51.88927,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2023-05-09T20:32:13,0,new,active
021013322,ahladgmp,,,Worthington Road,,,,Worthington Road,,,,,,nr,,SE,E0000290,Beecroft,Dunstable,,,,,,false,UKOS,500831,221636,-0.53643,51.88418,BCT,MKD,OTH,,,,151,2020-09-09T00:00:00,2020-09-09T08:37:19,0,new,active
021020210,ahlagjtw,,,The Avenue,,,,,,Flitwick Road,,,,adj,,S,E0043870,Ampthill,,,,,,,false,UKOS,503270,237341,-0.49629,52.02488,BCT,MKD,OTH,,,,151,2021-02-26T00:00:00,2021-02-26T09:45:22,4,delete,inactive
021027032,ahlapwdg,,,Lynton Cottages,,,,Lynton Cottages,,,,,,o/s,,N,E0000206,Lower Caldecote,,,,,,,false,UKOS,517892,246705,-0.28005,52.10612,BCT,CUS,OTH,,,,151,2020-09-09T00:00:00,2025-12-03T13:42:11,16,new,active
